col1,col2
b,22227815
b,222517223
b,222563217
b,222651464
b,222697067
b,22271367
b,222729731
b,22279112
b,222791215
b,22279638
b,222828441
b,222831245
b,222857308
b,222927461
b,222961888
b,223092003
b,223202653
b,223312467
b,223315661
b,22332615
b,2233517
b,223366601
b,223383117
b,223404799
b,22357066
b,223576017
b,2236900
b,223791758
b,223951380
b,223988947
b,224020818
b,224041183
b,22406529
b,224078168
b,224085181
b,224115743
b,224144128
b,224149142
b,224291690
b,224316615
b,224357653
b,224402939
b,224483973
b,224667818
b,224730904
b,224798784
b,22487267
b,22498406
b,22500924
b,225011046
b,22507557
b,225108562
b,22510996
b,225282756
b,2253563
b,225369296
b,225372100
b,225409513
b,225627583
b,22563045
b,22567080
b,225778488
b,225817295
b,225912143
b,225955087
b,225960473
b,225968889
b,225997911
b,226082062
b,22614920
b,226251689
b,22627415
b,2262915
b,226292298
b,226321939
b,226410770
b,226428026
b,2264382
b,226440787
b,226617690
b,226633777
b,226641563
b,226764190
b,22687576
b,227153707
b,22725498
b,227448034
b,227617214
b,22761754
b,22763922
b,227724506
b,227753620
b,227765988
b,227772435
b,227839601
b,227927643
b,22795633
b,227998843
b,228009642
b,228045
b,22806764
b,228167220
b,228224766
b,228318427
b,22841786
b,228420798
b,228433241
b,228437171
b,228444672
b,228455209
b,228455544
b,228464505
b,228648061
b,228673834
b,228685657
b,228858561
b,22902913
b,22905199
b,229073695
b,229125666
b,229130078
b,229174719
b,2292329
b,229256740
b,229351767
b,2293725
b,229439874
b,22944935
b,229474405
b,229502463
b,229515584
b,229552699
b,229699363
b,229733472
b,229822491
b,229847156
b,23001333
b,230032854
b,230195316
b,23020423
b,2303549
b,230384878
b,230517669
b,230600529
b,23065092
b,23067120
b,230679729
b,2307632
b,230810661
b,230873251
b,231057943
b,23111861
b,2311566
b,23116319
b,231175434
b,23118347
b,231206204
b,231249714
b,231371304
b,231511511
b,231549210
b,231570994
b,23158926
b,231591813
b,231842600
b,231856596
b,231911005
b,23193785
b,232124173
b,232138010
b,232146793
b,232177820
b,232257063
b,23231140
b,232489032
b,232494021
b,232497618
b,232560632
b,232612409
b,232717306
b,23274134
b,232841567
b,232863
b,233013163
b,23301459
b,23329959
b,233332662
b,2334613
b,233487211
b,233510508
b,233590953
b,233598813
b,233727621
b,233847564
b,23386245
b,233881107
b,233895343
b,2339192
b,23399834
b,234045525
b,234137414
b,234229968
b,234249518
b,234402691
b,234423953
b,234441940
b,234478506
b,23448136
b,234522349
b,234552744
b,234785998
b,234850295
b,234857730
b,234916173
b,234934144
b,23495293
b,234984031
b,235011005
b,235073639
b,235231331
b,235267832
b,235268181
b,235278923
b,23531674
b,235404651
b,235415061
b,235431956
b,235496642
b,235534729
b,235555894
b,23562959
b,235636112
b,235672158
b,235739459
b,23590950
b,235927701
b,23595080
b,23595236
b,2361346
b,236137328
b,23614473
b,236169143
b,236274546
b,23646140
b,236622941
b,2366250
b,236729089
b,23674574
b,23683137
b,236858384
b,236893514
b,23696192
b,236988255
b,237012775
b,237112238
b,23728045
b,237445079
b,237470753
b,237510895
b,2375590
b,23756414
b,237833847
b,237890361
b,237942809
b,238084872
b,238090129
b,238095956
b,238100067
b,2381024
b,238137169
b,23817033
b,238209346
b,23822089
b,238306719
b,238475200
b,238496527
b,238500666
b,23853229
b,238563477
b,238593889
b,238603637
b,238649686
b,238883095
b,238904077
b,238980679
b,238992786
b,239069664
b,239094280
b,23921478
b,239234608
b,239264967
b,23930125
b,239358138
b,23935986
b,239451694
b,2395586
b,239654581
b,23972233
b,23972658
b,239879461
b,239916455
b,239928576
b,240013184
b,24012436
b,240156197
b,240168487
b,240230969
b,24035396
b,240389822
b,2404250
b,240459881
b,240561622
b,240579731
b,240628093
b,240787698
b,240886855
b,240898822
b,240900360
b,240906027
b,24093385
b,240989884
b,241041724
b,241058161
b,241207488
b,24124014
b,241240412
b,241334400
b,241411841
b,24146534
b,241477176
b,241541189
b,241600903
b,241642627
b,2417475
b,241825349
b,24186309
b,241947166
b,242008849
b,242029565
b,242033267
b,242055802
b,242434724
b,242530593
b,242537962
b,24256186
b,242585277
b,242637953
b,242718229
b,242751169
b,242826978
b,242966036
b,243013191
b,24315044
b,24318049
b,243215952
b,243371135
b,24338779
b,243412196
b,243498737
b,24354413
b,243654747
b,243685697
b,243850775
b,243976957
b,24403050
b,244212655
b,244441581
b,244611273
b,244625573
b,244635
b,24468120
b,24469748
b,244703385
b,2447792
b,2448336
b,244838042
b,244874924
b,244980730
b,245266612
b,245284484
b,245289526
b,2453047
b,245326023
b,245367924
b,24542959
b,245523286
b,245526169
b,245567621
b,245594803
b,245596510
b,245640
b,245839742
b,245913538
b,246035555
b,246085413
b,246091890
b,2461170
b,246225236
b,246313010
b,246392533
b,24641914
b,246594936
b,246600518
b,246630618
b,246800543
b,246870108
b,246958875
b,247072172
b,247117328
b,247128249
b,247150193
b,247205610
b,247394009
b,247457616
b,247459389
b,247483291
b,247589726
b,24766395
b,24772483
b,247751297
b,247824550
b,247846413
b,247854581
b,2478618
b,248039576
b,248134405
b,248147800
b,248191974
b,248200092
b,248227382
b,2482501
b,24831747
b,248434171
b,24848357
b,248505727
b,248719391
b,248754908
b,24876974
b,248792229
b,248843271
b,24899543
b,249231780
b,249380985
b,249393336
b,249523747
b,249640024
b,2497582
b,249823642
b,249836870
b,25001559
b,250029758
b,25003155
b,25048366
b,250497161
b,250616901
b,250642994
b,25066756
b,25076808
b,250787180
b,250804771
b,250843110
b,250922350
b,250990903
b,250996030
b,251039884
b,25111805
b,25112447
b,25114811
b,25116445
b,251236608
b,251369779
b,251380156
b,25144155
b,251519418
b,251522489
b,251681128
b,251976394
b,252257835
b,252350786
b,252409184
b,252522277
b,252564774
b,252600626
b,252644505
b,252864305
b,25292141
b,253093566
b,253252955
b,253269255
b,253399407
b,253480464
b,25350813
b,25361053
b,253694441
b,253951981
b,253959349
b,253971511
b,254031749
b,254064010
b,254262538
b,254397629
b,254601373
b,254886522
b,254932723
b,2550475
b,255196268
b,255252609
b,255295518
b,255308748
b,25535516
b,255500449
b,255641096
b,256065511
b,25608986
b,256099040
b,256238186
b,256357242
b,2565253
b,256551569
b,256580087
b,256584973
b,256702080
b,256793265
b,2569714
b,256976468
b,257026312
b,257234366
b,257419044
b,257435004
b,257465728
b,25752474
b,25753558
b,257676812
b,257706085
b,257739429
b,257807123
b,25788952
b,258131221
b,258227608
b,25829129
b,258321404
b,258323491
b,258433116
b,258646042
b,25867558
b,258720752
b,2587338
b,258836873
b,258837001
b,258882159
b,258968952
b,258985376
b,258990462
b,259002790
b,259050760
b,259167453
b,259219893
b,25927530
b,259391700
b,2594386
b,259548841
b,259559085
b,259689431
b,259763032
b,259835481
b,259835562
b,259872347
b,259903898
b,260103128
b,260115164
b,260189937
b,26021166
b,26024812
b,26026556
b,26032195
b,26040255
b,26042081
b,260479172
b,260482130
b,26061683
b,26064519
b,26065941
b,260760201
b,260809591
b,260809958
b,260867045
b,26098120
b,261326466
b,261345786
b,261756394
b,261774295
b,2618547
b,26186241
b,262010983
b,262015236
b,262081693
b,262146649
b,26216014
b,262177552
b,262205615
b,262208760
b,262211953
b,262283345
b,26229717
b,262338244
b,26243942
b,26251126
b,26252308
b,2626163
b,262695959
b,26289216
b,262964416
b,263092500
b,263135752
b,26313730
b,263325101
b,26343494
b,26350967
b,263542650
b,263568380
b,263648638
b,263685094
b,263732483
b,263875180
b,264071517
b,264138444
b,264216804
b,264393194
b,264504562
b,26456617
b,264613039
b,264865859
b,264867408
b,264968703
b,264984896
b,264992322
b,265042571
b,265069456
b,26512165
b,265348435
b,265355630
b,265426114
b,2656325
b,26565743
b,265734075
b,265858192
b,26587481
b,265920444
b,265945710
b,266231910
b,266234709
b,266250377
b,266257311
b,266331565
b,26634269
b,26644234
b,266464258
b,266473108
b,26648948
b,266517928
b,266861734
b,266888576
b,26697362
b,26701883
b,267043722
b,267089916
b,267195285
b,267203937
b,26720763
b,267229565
b,267281389
b,267368987
b,26739961
b,267487275
b,267588213
b,2677347
b,2677926
b,267862433
b,268000580
b,2681016
b,268110740
b,26815169
b,26815622
b,268184056
b,268185847
b,26833392
b,268401460
b,268426060
b,268568303
b,2685777
b,268600987
b,26862867
b,268775202
b,268780400
b,26894512
b,2690314
b,269118214
b,26916535
b,269282998
b,26932348
b,26934009
b,269391199
b,269393342
b,269473330
b,269476092
b,269521753
b,269660661
b,269687278
b,26969663
b,269701899
b,269807221
b,269815386
b,269821209
b,26987004
b,269945121
b,270110622
b,270150918
b,270210685
b,270223873
b,270421724
b,27048168
b,270722244
b,27074370
b,271032821
b,271088098
b,271190038
b,27123444
b,271285310
b,271353986
b,27155926
b,271616912
b,2718192
b,272207022
b,272274168
b,272348763
b,272517825
b,272577146
b,27257939
b,272623912
b,272704411
b,27272865
b,27275936
b,272816888
b,27292733
b,27296513
b,27305238
b,273079285
b,273213759
b,273253936
b,273398858
b,273459468
b,27350172
b,27353370
b,27353502
b,273585955
b,273616318
b,273661991
b,273749947
b,273769602
b,273827684
b,273947613
b,273974407
b,2740911
b,274208440
b,274346225
b,274350801
b,274371703
b,274451169
b,274521
b,274527806
b,274543096
b,274693752
b,27470279
b,27477584
b,274838030
b,274842718
b,274927742
b,27493020
b,275000807
b,27502959
b,27506681
b,275165945
b,275213893
b,275345137
b,275783226
b,27585626
b,275916734
b,27595580
b,275981629
b,276124168
b,27620762
b,276289964
b,276451321
b,2766377
b,276786789
b,276911497
b,277097143
b,277221888
b,277265313
b,27727257
b,277275702
b,277420530
b,27743546
b,277455484
b,277609845
b,277720184
b,277968300
b,277993287
b,278173716
b,278221505
b,278230640
b,278360168
b,278411746
b,278507729
b,278570867
b,27862706
b,278850790
b,2791013
b,279135702
b,27927596
b,279293994
b,279399488
b,279412476
b,279453878
b,279521510
b,279540235
b,279553036
b,279566092
b,279689483
b,279713826
b,279719129
b,280226491
b,280283480
b,28038203
b,280435345
b,280551234
b,280704166
b,280832974
b,28103206
b,2812076
b,281316184
b,281416503
b,281441744
b,281496784
b,281585975
b,281787914
b,281959958
b,281963959
b,282051568
b,282056781
b,282085152
b,28211307
b,282162794
b,28229998
b,282409448
b,282439047
b,282457007
b,282531088
b,2825491
b,28270385
b,282714412
b,282773127
b,2827784
b,282825392
b,282835834
b,2829260
b,282940028
b,283022826
b,283040427
b,2831245
b,283220233
b,283232532
b,283259629
b,283271275
b,283439805
b,28350638
b,28366083
b,283805411
b,283838429
b,283862923
b,2838888
b,284064726
b,284112526
b,284342102
b,2844450
b,28464029
b,28482389
b,28482933
b,284831820
b,284849015
b,2848551
b,284885723
b,285174059
b,28530796
b,285316588
b,28532121
b,285354206
b,285498463
b,285709521
b,285726559
b,285889090
b,285949941
b,286007272
b,286030801
b,28609493
b,286272829
b,286287475
b,286333434
b,28641846
b,286755788
b,286810250
b,28689990
b,28691363
b,287396868
b,287503325
b,2876817
b,287702817
b,28775162
b,28786971
b,28789956
b,28805401
b,28808614
b,28809719
b,288132325
b,288167
b,2883010
b,28835572
b,28838511
b,288431774
b,288455708
b,28848031
b,2885307
b,288594903
b,288608087
b,288709359
b,288711612
b,288711913
b,28874300
b,2887870
b,28883359
b,28890013
b,288918794
b,289186110
b,289302135
b,28934586
b,289408952
b,289456158
b,289516541
b,289564711
b,289603887
b,289756366
b,289773481
b,290146833
b,290383488
b,290385484
b,29040991
b,290515953
b,290616087
b,290809451
b,291041444
b,291127442
b,29117659
b,291303213
b,291410299
b,291531292
b,2916102
b,291616299
b,291692191
b,29175545
b,2918347
b,291841520
b,29186061
b,291892143
b,29192757
b,291938625
b,292044067
b,292217673
b,292298768
b,292357904
b,29237038
b,292492362
b,292529216
b,292678355
b,292727326
b,292751648
b,2928204
b,29305569
b,293138435
b,293167322
b,293251661
b,293274688
b,29346988
b,293667533
b,293684945
b,293834148
b,29388318
b,29398554
b,294046195
b,294057019
b,294519435
b,294535269
b,294653588
b,29468929
b,294737384
b,294783833
b,294860080
b,295040672
b,295068093
b,295172497
b,295182880
b,295193963
b,295268245
b,295515569
b,295599265
b,29560365
b,295609970
b,295739805
b,295847658
b,29597666
b,295982295
b,296041865
b,29612159
b,29619963
b,296241664
b,296323592
b,2963802
b,296474639
b,296679854
b,296817593
b,296853529
b,2968657
b,296879484
b,296903886
b,296926910
b,29696361
b,29697536
b,297024672
b,297095288
b,297200033
b,297229380
b,297255848
b,29730432
b,29735884
b,2976049
b,2976999
b,29770627
b,297741931
b,297787466
b,29780122
b,297929941
b,297954808
b,29796832
b,298063085
b,2980679
b,298131427
b,29820365
b,298265833
b,298382388
b,298451229
b,298555644
b,298716271
b,298728523
b,298751634
b,2988625
b,298910639
b,298948228
b,299241251
b,299305459
b,299557718
b,299699547
b,299801354
b,299902157
b,299958172
b,299983333
b,30005876
b,3000885
b,30016909
b,30046559
b,300469929
b,300648333
b,300670335
b,300675052
b,300741857
b,300816684
b,300849788
b,30098213
b,301002071
b,301007971
b,301008313
b,301018327
b,301027201
b,301193215
b,301196699
b,301296568
b,301603082
b,30161287
b,301622173
b,301630124
b,30173314
b,30175286
b,3018080
b,301908148
b,301922062
b,30205636
b,30214795
b,302444832
b,30284744
b,303026674
b,3031264
b,303183976
b,303195621
b,303225041
b,303278837
b,303322843
b,30334144
b,3033685
b,303543055
b,303587122
b,303689151
b,303967459
b,304035382
b,304120306
b,304262034
b,304265438
b,304420140
b,304471448
b,30469539
b,304748289
b,30496347
b,30498400
b,304994693
b,30505921
b,305319076
b,305462691
b,305519886
b,305622284
b,3057508
b,30592283
b,306092724
b,306110382
b,30623185
b,306239631
b,306329479
b,306529034
b,306568699
b,306692582
b,306710341
b,306909739
b,306987214
b,30700556
b,307042154
b,307127217
b,307269960
b,30733862
b,30741094
b,307520518
b,307521402
b,30761461
b,307737646
b,307832997
b,30789425
b,308053237
b,308119612
b,30818258
b,30827280
b,308504122
b,308510777
b,308584431
b,308633930
b,30877203
b,308808549
b,308808590
b,308856430
b,30901085
b,309047016
b,309158584
b,309247870
b,309468408
b,309558366
b,309736500
b,309920286
b,309935592
b,310143989
b,310180811
b,310220120
b,310300597
b,31031200
b,31037876
b,310701726
b,310775778
b,310794709
b,31079855
b,310835240
b,31092086
b,311308632
b,311371671
b,311414612
b,311489740
b,3115854
b,311637271
b,311637603
b,3116884
b,311801123
b,311818447
b,311882692
b,3120947
b,31218235
b,312360388
b,312413761
b,312433073
b,312511054
b,312516458
b,31254505
b,312923052
b,313209197
b,31331925
b,313321646
b,31345807
b,313459667
b,313506676
b,31350779
b,313613820
b,313630963
b,313660423
b,313797880
b,313825168
b,314038929
b,314114844
b,314136857
b,31414378
b,31426008
b,314318417
b,314376686
b,31444521
b,314585456
b,314637132
b,314942339
b,315267098
b,3152723
b,315314190
b,315458390
b,315511641
b,31570492
b,315745506
b,315747558
b,31582399
b,315913750
b,3159411
b,316061849
b,316093253
b,31611349
b,31613368
b,31614039
b,3161754
b,316194057
b,316201580
b,316230177
b,316238718
b,316463634
b,316486928
b,31650272
b,316550400
b,316641551
b,31671414
b,316748471
b,316896480
b,31692627
b,316945911
b,317103802
b,317186442
b,317312018
b,31754194
b,31759231
b,31768317
b,317767730
b,31778877
b,317979901
b,317986368
b,318026637
b,318030183
b,318128859
b,318176687
b,318296024
b,318518838
b,318535881
b,3185603
b,318574932
b,318619268
b,318769440
b,318789930
b,318842125
b,319203039
b,319253214
b,319261291
b,319305123
b,319369264
b,319673578
b,31970526
b,319737123
b,31985472
b,319944253
b,32001568
b,32002147
b,320082679
b,32014145
b,320326475
b,320416884
b,3204219
b,32051210
b,320532473
b,320550083
b,320641098
b,320910044
b,320966022
b,321133482
b,32113554
b,321139245
b,321252178
b,32126986
b,321294667
b,321431342
b,321447866
b,321482459
b,321490227
b,321616290
b,321704840
b,321812358
b,32183013
b,321986628
b,32224424
b,322256982
b,322409968
b,322555159
b,32258518
b,3225916
b,32270735
b,322741323
b,322964903
b,323308067
b,323322714
b,32348549
b,323524708
b,323672709
b,323760822
b,323783252
b,32404232
b,32422938
b,324304922
b,324350472
b,324507360
b,324591833
b,324599782
b,324851723
b,324896659
b,325132183
b,325135179
b,325245811
b,325363085
b,325420396
b,325503432
b,325507187
b,32552146
b,325557903
b,3255876
b,325795666
b,326023063
b,326024495
b,326032135
b,326067669
b,326180252
b,3262310
b,32638891
b,326408532
b,326500269
b,32657747
b,326616520
b,32670962
b,326774872
b,326882265
b,326936725
b,327072667
b,32733099
b,32743241
b,327497498
b,32752053
b,327574636
b,327628883
b,32763796
b,327866177
b,32787579
b,327891522
b,327955617
b,328273679
b,328505839
b,328514754
b,328703576
b,328732797
b,32878111
b,329089361
b,32931700
b,32935874
b,329360399
b,329451341
b,329574562
b,329582273
b,329674141
b,329680829
b,329870085
b,329893133
b,329955869
b,33009938
b,330221807
b,330303855
b,330388
b,330388124
b,330474590
b,330488190
b,3305094
b,330531054
b,33055394
b,33083501
b,330998333
b,331177720
b,331214357
b,331597359
b,331680606
b,331739045
b,331838258
b,33190550
b,332207202
b,3322266
b,33230437
b,33232570
b,33244770
b,332708520
b,3328072
b,33280844
b,333195522
b,333216946
b,333241856
b,333460197
b,333466232
b,333549087
b,33355131
b,333577320
b,33402135
b,334218523
b,33427673
b,334279585
b,334284363
b,33431641
b,334331170
b,334343449
b,334348209
b,334432318
b,334480106
b,334545331
b,33462392
b,334682455
b,33479237
b,33489098
b,334902761
b,3350698
b,335257781
b,335356411
b,335421780
b,335453394
b,335510672
b,335698933
b,335808676
b,33587938
b,335907417
b,336046207
b,336074464
b,336178425
b,336249976
b,33630115
b,336334258
b,33647080
b,336802785
b,336810708
b,337093487
b,33713404
b,337175013
b,337181887
b,337413817
b,33742040
b,33743077
b,3375975
b,337946586
b,337957273
b,337963162
b,338014301
b,338088517
b,338389743
b,33843310
b,338491310
b,3384964
b,33859164
b,338609803
b,338617031
b,3388915
b,338892524
b,338993865
b,339076622
b,339090230
b,339206811
b,33927924
b,33933247
b,339387166
b,33940834
b,339703193
b,33978295
b,339921756
b,33993341
b,340019472
b,340175752
b,340244437
b,340458107
b,340549046
b,340584733
b,340936368
b,34121622
b,3414313
b,34157972
b,34188785
b,341987324
b,342063540
b,34211617
b,342767414
b,342852307
b,34299127
b,343060748
b,343070571
b,343125406
b,343193834
b,343379347
b,343398807
b,343620512
b,343736306
b,34385290
b,344036956
b,344107616
b,344116839
b,34414246
b,344267180
b,34447890
b,344665987
b,344940249
b,34496186
b,345094079
b,34520751
b,3452408
b,3454865
b,345659966
b,345699157
b,3462839
b,346288052
b,34638083
b,346425709
b,346565523
b,34666632
b,346808927
b,34711803
b,34716531
b,347461282
b,347780094
b,347805923
b,348038731
b,348204798
b,348632979
b,348692113
b,348821647
b,348851284
b,34890169
b,34963612
b,349983794
b,35027383
b,35027959
b,35045529
b,350793853
b,3508805
b,350911305
b,351213534
b,351359618
b,35138140
b,35154091
b,351768545
b,35181404
b,352042304
b,352071823
b,352096852
b,352140040
b,352142840
b,35247080
b,35261689
b,352790819
b,3530161
b,35394189
b,353975649
b,35417233
b,35417742
b,354223659
b,354289307
b,354438616
b,354515176
b,35492513
b,355047540
b,355062206
b,355112404
b,35523216
b,355339405
b,35550202
b,355511927
b,355547282
b,355671774
b,35576120
b,355962126
b,35614424
b,3566663
b,356678368
b,35684038
b,356996550
b,35712173
b,357127857
b,357500576
b,35760718
b,357978442
b,358081037
b,358237161
b,358289834
b,358300536
b,35835036
b,358499756
b,358675431
b,358719122
b,35872805
b,358821689
b,359213525
b,359308502
b,35959930
b,35961802
b,3598116
b,36004079
b,360101292
b,36011204
b,360175336
b,36053635
b,360577585
b,360969918
b,361131156
b,3614928
b,361495572
b,36155095
b,3616181
b,361681910
b,361826376
b,361832747
b,36228540
b,362302483
b,3623211
b,3623430
b,36241382
b,362594379
b,36267660
b,363004905
b,363047536
b,363097485
b,363562380
b,36385944
b,363905044
b,363988154
b,3641189
b,36414605
b,364608399
b,364680552
b,36490535
b,36518875
b,3651911
b,365316784
b,3657315
b,366208272
b,36630542
b,366390232
b,366855629
b,36690196
b,367127913
b,367407001
b,36749743
b,367887587
b,368190903
b,36837795
b,3684659
b,36856913
b,36861398
b,36861745
b,36885743
b,368959994
b,36938254
b,369875611
b,37016431
b,3701902
b,37019174
b,3704945
b,370532044
b,37100625
b,371136608
b,37114668
b,371216494
b,371335926
b,371397382
b,37146388
b,37169347
b,37199749
b,37221048
b,37245308
b,3727604
b,372955940
b,37295610
b,3730306
b,373447521
b,373514801
b,37360150
b,37364593
b,373831716
b,374071985
b,374096170
b,37427892
b,374402749
b,37458806
b,374673205
b,37469220
b,375236649
b,375690558
b,37575419
b,375969783
b,376331094
b,37640662
b,376488697
b,376666533
b,37697262
b,37721957
b,37759880
b,377633631
b,37773731
b,377963868
b,37824941
b,37832241
b,378345464
b,37848956
b,378509024
b,378585863
b,37871061
b,378715206
b,378900916
b,378993625
b,3792821
b,37945591
b,379698593
b,380008642
b,38008833
b,380116509
b,380137856
b,380224867
b,380240701
b,38034974
b,380564374
b,38075302
b,380985091
b,381297814
b,3814132
b,381619342
b,38180456
b,381918673
b,382170246
b,382338732
b,3826623
b,3827617
b,382816025
b,383055418
b,383105536
b,383290983
b,38330653
b,38347598
b,383479378
b,383615168
b,38365687
b,38372670
b,38452187
b,38528915
b,385499750
b,385550
b,38560291
b,385693245
b,385774086
b,3859766
b,386023999
b,38606367
b,38632938
b,386522633
b,38663076
b,387031227
b,387053925
b,3870563
b,387323997
b,387421333
b,387640766
b,387653698
b,387665477
b,38786034
b,38787714
b,388167
b,3890406
b,38972315
b,38995856
b,390066136
b,39021928
b,39029106
b,39066516
b,39072879
b,390840451
b,391583458
b,391769304
b,392145272
b,39218774
b,39287808
b,392934956
b,393158321
b,393285626
b,3933449
b,393594456
b,393937774
b,39413439
b,39468907
b,394776296
b,395165618
b,39519665
b,395739819
b,3957578
b,39593001
b,39602217
b,39622165
b,39630116
b,39699254
b,39733042
b,39740581
b,397602964
b,39803517
b,3981938
b,39819595
b,3983572
b,39852491
b,39922261
b,39949241
b,40026242
b,401080
b,40115206
b,40198027
b,40220980
b,40233339
b,40247821
b,40274398
b,4028597
b,4029085
b,40347732
b,40486686
b,40512495
b,4056963
b,40597387
b,40635781
b,40690489
b,40692807
b,40740010
b,40752652
b,40758488
b,40791950
b,40796452
b,40803681
b,40810537
b,40836033
b,40933456
b,41057915
b,4111329
b,4117366
b,41214640
b,41238298
b,41257241
b,41270433
b,41292508
b,41300392
b,41324502
b,4135385
b,41486460
b,41520251
b,41550056
b,41554569
b,41598883
b,41600797
b,41651059
b,41698506
b,41705652
b,4172736
b,4174681
b,41763937
b,41777659
b,41804897
b,41812499
b,41878575
b,41881405
b,41885814
b,41886446
b,41918752
b,4192920
b,41943807
b,42002795
b,4200312
b,42065069
b,42083999
b,42101833
b,421170
b,4217096
b,42182846
b,4220639
b,42260471
b,4227485
b,42277075
b,42305470
b,42307186
b,42313773
b,4233564
b,4234174
b,4235305
b,42384755
b,42403495
b,42422411
b,42440406
b,42450930
b,4253502
b,42588528
b,4259118
b,4259801
b,4262092
b,42689461
b,42728818
b,4279207
b,42872812
b,42905137
b,42915053
b,42942928
b,42959773
b,43062702
b,43064458
b,43066520
b,4322213
b,43228712
b,43258723
b,43298941
b,43314897
b,43323686
b,43332019
b,4333914
b,43370418
b,43389175
b,43395072
b,4341836
b,43424559
b,43486260
b,43499454
b,4350507
b,43555639
b,435892
b,43620538
b,43637836
b,4366487
b,43716290
b,43760054
b,4378204
b,43803371
b,43813022
b,43881978
b,4390083
b,43915713
b,440001
b,4400279
b,44006904
b,44033268
b,44061225
b,44089800
b,4410002
b,4410751
b,44161712
b,4418283
b,44217951
b,44248409
b,44248979
b,44291297
b,44380001
b,44403416
b,44431688
b,44447169
b,444646
b,44472977
b,44567975
b,44574696
b,44585625
b,4462238
b,44689186
b,4479829
b,44822868
b,44856584
b,44858455
b,4488914
b,44900342
b,4493104
b,4493813
b,44962408
b,45032414
b,4506067
b,45062511
b,45066392
b,45067309
b,45091231
b,451362
b,45178775
b,45199100
b,4521852
b,45247868
b,45333823
b,4534263
b,45394698
b,4540248
b,45436156
b,45494091
b,45494470
b,4549809
b,4554215
b,4557477
b,45687993
b,4607914
b,4609078
b,46150545
b,46150874
b,4617925
b,4621232
b,46259422
b,46287768
b,46291489
b,4633456
b,4635467
b,46453085
b,46455862
b,46519745
b,4653988
b,46574486
b,46599006
b,46633828
b,4674797
b,46759588
b,4681415
b,46859436
b,46898089
b,4695266
b,4695719
b,46973243
b,4704855
b,47094232
b,4710332
b,47155792
b,47163
b,471844
b,47244927
b,47251848
b,47254059
b,47315178
b,47396207
b,47413833
b,47437410
b,4744501
b,47463780
b,47470900
b,47489468
b,4751357
b,4753560
b,4755039
b,4761649
b,476179
b,47633108
b,47794732
b,47843309
b,47914632
b,47951946
b,48002395
b,48177231
b,48211309
b,4823207
b,4828408
b,48307257
b,48319942
b,48506730
b,48560658
b,4857018
b,48639563
b,48718289
b,4878603
b,48861765
b,4890676
b,4894964
b,4920162
b,49202121
b,49255839
b,49279456
b,49344043
b,49390318
b,49425837
b,494997
b,495496
b,49598212
b,49603510
b,49785744
b,49795794
b,49886570
b,50024443
b,50081699
b,50146599
b,50240792
b,50314238
b,5040627
b,5042714
b,50438533
b,50477472
b,50511090
b,5051978
b,5055298
b,50617439
b,50649155
b,5065608
b,5069140
b,50716140
b,5079559
b,50852735
b,50880491
b,50882298
b,50920441
b,50948011
b,50976036
b,510284
b,51181045
b,51218040
b,5122089
b,51233534
b,51266418
b,51269226
b,5128506
b,5132286
b,5132367
b,51358827
b,5136894
b,5138701
b,51431788
b,51451062
b,51525851
b,51540543
b,51587157
b,5160296
b,51603407
b,5164497
b,51658997
b,51703661
b,5172435
b,51828794
b,51871368
b,51887046
b,51890607
b,51953401
b,51965062
b,519657
b,51973020
b,52028307
b,5204569
b,52096395
b,5209968
b,52121696
b,52195816
b,52208807
b,52222939
b,52249662
b,52253258
b,5229086
b,5232599
b,5233337
b,52397118
b,52438925
b,52592541
b,52624059
b,52713848
b,52714294
b,52721472
b,52729876
b,52756300
b,52793089
b,5287751
b,52897508
b,52932595
b,52947455
b,5298215
b,5303312
b,53066219
b,5309132
b,5320053
b,53231267
b,53237852
b,53281669
b,53341985
b,5338284
b,53385918
b,5343068
b,53436387
b,5345570
b,53536161
b,5359800
b,53686835
b,5368859
b,53690199
b,53691859
b,5369438
b,53726486
b,53786356
b,53787536
b,53832773
b,53847082
b,54140735
b,54155999
b,54211579
b,54245342
b,54254245
b,54259650
b,54283726
b,54313604
b,54322063
b,54342760
b,54394655
b,54419887
b,54460040
b,5456016
b,54585164
b,5470038
b,54833172
b,5493013
b,54951250
b,55001199
b,55023190
b,55028247
b,55062651
b,5512670
b,55146337
b,55185293
b,55264
b,55453546
b,55471792
b,5550812
b,55577054
b,55638604
b,55721719
b,5582270
b,55836138
b,55843629
b,55897181
b,55908696
b,5603092
b,56105830
b,56145519
b,56221552
b,56228978
b,56252275
b,5631908
b,56377359
b,56420010
b,56420037
b,56434372
b,56452700
b,56579956
b,5660268
b,56690
b,5670543
b,56728198
b,5672886
b,5677389
b,56774325
b,56823798
b,56830316
b,56903286
b,57004333
b,5704029
b,57058699
b,57075529
b,57238071
b,57239519
b,57299748
b,57352359
b,57427069
b,57491662
b,5749955
b,57541365
b,57543137
b,57546796
b,57586877
b,57681155
b,5770264
b,57727192
b,57775853
b,57830885
b,57845933
b,57853581
b,58027369
b,58035536
b,58154391
b,58534792
b,58539747
b,58540433
b,58566864
b,5869516
b,5872266
b,58759198
b,58763331
b,58773757
b,5883334
b,58914877
b,58940214
b,5894840
b,58972128
b,59037345
b,59199158
b,59232437
b,592617
b,59324394
b,593701
